fixing;fixing_1_volume;hour;date;Krajowe zapotrzebowanie na moc;Suma zdolności wytwórczych JWCD;Suma zdolności wytwórczych nJWCD;Generacja JWCD;Generacja nJWCD;Generacja źródeł wiatrowych;Wymagana rezerwa mocy ponad zapotrzebowanie
146;1145.1;3;2018-02-20;17500;22067;7245;11240;6260;427;1572
149.8;1184.3;4;2018-02-20;17750;22067;7287;11448;6302;474;1595
155;1672.5;5;2018-02-20;18600;22067;7333;12252;6348;530;1672
185;2629.3;6;2018-02-20;21000;22067;7376;14518;6482;568;1888
215.86;1334.9;7;2018-02-20;22875;22067;7403;16284;6591;552;2057
249.49;1327.8;8;2018-02-20;23988;22034;7367;17431;6557;500;2157
277;1482.8;9;2018-02-20;24375;22664;7293;17891;6484;442;2192
267.92;1497.9;10;2018-02-20;24375;22664;7298;17886;6489;432;2192
268.89;1601;11;2018-02-20;24550;22664;7304;18055;6495;463;2207
263;1553.7;12;2018-02-20;24600;22664;7352;18057;6543;506;2212
258;1550.2;13;2018-02-20;24650;22664;7400;18059;6591;554;2216
223.8;1380.1;14;2018-02-20;24300;22664;7468;17646;6654;602;2185
202.6;1240.5;15;2018-02-20;23875;22664;7511;17178;6697;679;2147
200;1223.4;16;2018-02-20;23725;22664;7666;16874;6851;834;2133
252.66;1408;17;2018-02-20;24663;22664;7893;17584;7079;1037;2217
250;1447.2;18;2018-02-20;24888;22664;8091;17608;7280;1215;2238
225.25;1592.2;19;2018-02-20;24613;22664;8118;17319;7294;1238;2213
187.85;1409.2;20;2018-02-20;23875;22697;8019;16680;7195;1144;2147
173;955.5;21;2018-02-20;22350;22697;7898;15282;7068;1025;2009
166.77;2225.6;22;2018-02-20;20825;22697;7753;13983;6842;917;1872
154.5;1342.8;23;2018-02-20;19550;22697;7665;12807;6743;829;1757
155.9;1375.7;0;2018-02-21;18475;22850;7501;11937;6538;660;1660
151;1118.1;1;2018-02-21;17725;22850;7452;11252;6473;611;1593
146.7;1145.7;2;2018-02-21;17425;22850;7413;10991;6434;572;1566
146;1085.4;3;2018-02-21;17425;22850;7385;11019;6406;540;1566
150;944.2;4;2018-02-21;17750;22850;7359;11370;6380;513;1595
160.4;1550.7;5;2018-02-21;18675;22850;7328;12326;6349;482;1679
187.22;2597.5;6;2018-02-21;20975;22850;7298;14585;6390;437;1886
220;1389.2;7;2018-02-21;22825;22850;7256;16401;6424;369;2052
274.49;1302.2;8;2018-02-21;23875;22847;7195;17483;6392;303;2147
282.9;1525.3;9;2018-02-21;24375;22847;7129;18049;6326;262;2192
280;1470.5;10;2018-02-21;24325;22847;7145;17983;6342;257;2187
282.9;1609.7;11;2018-02-21;24575;22847;7144;18234;6341;282;2210
280;1589.2;12;2018-02-21;24625;22847;7192;18236;6389;330;2214
280;1593.4;13;2018-02-21;24600;22847;7265;18138;6462;403;2212
239;1512.5;14;2018-02-21;24250;22847;7361;17692;6558;479;2180
217.2;1391.5;15;2018-02-21;23900;22847;7407;17296;6604;552;2149
217.2;1399.9;16;2018-02-21;23725;22847;7462;17066;6659;611;2133
280;1568.8;17;2018-02-21;24550;22847;7545;17806;6744;660;2207
280;1461.7;18;2018-02-21;24975;22847;7601;18172;6803;696;2246
258.2;1600.2;19;2018-02-21;24750;22847;7571;17976;6774;662;2225
208.5;1536.1;20;2018-02-21;23975;22850;7491;17281;6694;587;2156
180.94;1201.6;21;2018-02-21;22425;22850;7412;15810;6615;516;2016
175;2365.1;22;2018-02-21;20825;22038;7332;14377;6448;464;1872
159.78;1546.6;23;2018-02-21;19600;22038;7292;13197;6403;428;1761
155.7;1325.7;0;2018-02-22;18788;22038;7310;12320;6468;435;1688
151.26;1395.7;1;2018-02-22;18063;22038;7298;11617;6446;423;1623
147.8;1383.2;2;2018-02-22;17800;22038;7296;11356;6444;426;1599
147;1367.4;3;2018-02-22;17900;22038;7309;11443;6457;439;1608
150;1251.5;4;2018-02-22;18250;22038;7333;11769;6481;463;1640
161;1084.4;5;2018-02-22;19200;22038;7353;12699;6501;493;1726
188.65;2326.4;6;2018-02-22;21500;22850;7389;14902;6598;524;1933
230;1324.9;7;2018-02-22;23325;22850;7447;16650;6675;540;2097
280;1417.4;8;2018-02-22;24350;22817;7445;17661;6689;538;2189
285;1525.6;9;2018-02-22;24700;22817;7416;18040;6660;534;2221
290;1449.3;10;2018-02-22;24550;22817;7426;17890;6660;530;2207
280;1432.3;11;2018-02-22;24688;22817;7409;18045;6643;533;2220
280;1451.3;12;2018-02-22;24713;22817;7433;18046;6667;557;2222
277.95;1472.2;13;2018-02-22;24800;22817;7493;18073;6727;617;2230
238;1445.7;14;2018-02-22;24350;22817;7580;17536;6814;684;2189
213.8;1333.3;15;2018-02-22;23975;22817;7632;17109;6866;765;2156
212.98;1323.2;16;2018-02-22;23850;22817;7755;16861;6989;893;2144
280;1568.4;17;2018-02-22;24850;22817;7937;17677;7173;1046;2234
271.02;1474.2;18;2018-02-22;25375;22817;8093;18033;7342;1177;2282
245;1413.2;19;2018-02-22;25250;22817;8101;17899;7351;1181;2270
198.02;1455.9;20;2018-02-22;24400;22850;8013;17137;7263;1098;2194
181.4;1269.6;21;2018-02-22;22875;22850;7923;15698;7177;1000;2057
167.85;2046.8;22;2018-02-22;21350;23220;7797;14376;6974;904;1919
155;1324.4;23;2018-02-22;20100;23220;7707;13216;6884;819;1806
157;1643.1;0;2018-02-23;19175;22348;7206;12767;6408;436;1723
155.6;1408.6;1;2018-02-23;18525;22348;7143;12180;6345;378;1665
152;1422.1;2;2018-02-23;18225;22348;7101;11922;6303;336;1638
152.2;1399.5;3;2018-02-23;18225;22348;7071;11952;6273;306;1638
156.2;1376.3;4;2018-02-23;18525;22348;7058;12265;6260;293;1665
165;1511.9;5;2018-02-23;19475;22348;7042;13231;6244;287;1751
188.03;2423.9;6;2018-02-23;21800;22348;7035;15508;6292;275;1960
229.34;1326;7;2018-02-23;23650;22348;7035;17331;6319;240;2126
270.05;1520.3;8;2018-02-23;24625;22348;6994;18345;6280;194;2214
274.48;1627.9;9;2018-02-23;25000;22978;6950;18763;6237;158;2248
274;1658.3;10;2018-02-23;24850;22978;6928;18694;6156;140;2234
280;1781.2;11;2018-02-23;25000;22978;6906;18913;6087;138;2248
276.99;1803.4;12;2018-02-23;25100;22978;6905;19014;6086;142;2257
270;1898;13;2018-02-23;25100;22978;6922;18997;6103;154;2257
227;1643.7;14;2018-02-23;24700;22978;6978;18541;6159;195;2221
207.46;1417;15;2018-02-23;24325;22978;7003;18141;6184;249;2187
208.02;1424.8;16;2018-02-23;24300;22978;7115;18005;6295;349;2185
283.7;1718.9;17;2018-02-23;25200;22978;7280;18722;6478;490;2266
276.02;1685.3;18;2018-02-23;25650;23348;7449;19007;6643;629;2306
240;1872.6;19;2018-02-23;25325;23590;7542;18572;6753;718;2277
197.23;1625.7;20;2018-02-23;24675;23590;7623;17841;6834;804;2219
175.25;1281.8;21;2018-02-23;23125;23590;7735;16159;6966;909;2079
167.28;2136.1;22;2018-02-23;21600;23590;7766;14710;6890;982;1941
154.6;1600.5;23;2018-02-23;20400;23590;7830;13460;6940;1046;1833
150.01;1029.3;0;2018-02-24;19025;22497;7868;12005;7020;1026;1715
142.7;1109.7;1;2018-02-24;18275;22497;8051;11072;7203;1199;1647
140.82;1533.1;2;2018-02-24;17925;22497;8234;10549;7376;1367;1616
140.05;1826.8;3;2018-02-24;17825;22497;8415;10268;7557;1558;1607
139.9;1968.7;4;2018-02-24;17900;22497;8616;10142;7758;1758;1613
140.82;2034.8;5;2018-02-24;18125;22497;8818;10165;7960;1959;1634
140.82;1738.3;6;2018-02-24;18750;22497;9019;10589;8161;2142;1690
141.5;1530.4;7;2018-02-24;19550;22497;9199;11139;8411;2297;1762
155.8;1666.9;8;2018-02-24;20800;22332;9364;12228;8572;2457;1874
166.76;2130.6;9;2018-02-24;21850;22332;9496;13145;8705;2599;1969
168.8;2471.8;10;2018-02-24;22275;22430;9539;13527;8748;2636;2007
166.76;2361.5;11;2018-02-24;22375;22430;9505;13661;8714;2602;2016
166.75;2264.4;12;2018-02-24;22200;22430;9425;13566;8634;2532;2000
162.63;2369.5;13;2018-02-24;22000;22430;9342;13449;8551;2449;1982
156.9;2000.4;14;2018-02-24;21425;22430;9385;12831;8594;2487;1931
154.8;1890.3;15;2018-02-24;21025;22430;9408;12408;8617;2539;1895
155.62;2136.4;16;2018-02-24;21000;22430;9404;12388;8612;2533;1892
170;2582.1;17;2018-02-24;21950;22430;9358;13383;8567;2478;1978
179.7;2650.2;18;2018-02-24;22750;22595;9286;14251;8499;2391;2050
170.2;2435.2;19;2018-02-24;22600;22595;9095;14291;8309;2196;2036
162.46;2101.3;20;2018-02-24;22075;22595;8835;14026;8049;1931;1989
154.89;1637.5;21;2018-02-24;20850;22595;8552;13084;7766;1657;1879
147;1467.9;22;2018-02-24;19775;22517;8269;12346;7429;1389;1782
141.5;1463.2;23;2018-02-24;18625;22517;8014;11451;7174;1138;1679
141.62;1389.9;0;2018-02-25;17413;22062;7587;10487;6926;683;1567
141.62;1557;1;2018-02-25;16775;22062;7445;9981;6794;558;1510
137;1721.4;2;2018-02-25;16375;22062;7367;9649;6726;480;1474
133;1767.1;3;2018-02-25;16200;22062;7312;9519;6681;427;1458
134.83;1815.5;4;2018-02-25;16200;22062;7279;9552;6648;394;1458
139.12;1744;5;2018-02-25;16288;22062;7256;9664;6624;371;1466
139.08;1643.6;6;2018-02-25;16425;22062;7237;9820;6605;350;1479
141.7;1310.5;7;2018-02-25;16825;22062;7231;10241;6584;328;1515
148;1044.4;8;2018-02-25;17800;21897;7262;11205;6595;315;1602
159.8;1403.3;9;2018-02-25;18775;21897;7234;12209;6566;307;1690
167.56;1630.5;10;2018-02-25;19550;21975;7265;12955;6595;328;1760
167.56;1748.2;11;2018-02-25;19850;21975;7312;13208;6642;377;1787
167.56;1780.9;12;2018-02-25;19950;21975;7392;13228;6722;449;1794
165.3;1777.5;13;2018-02-25;20000;21975;7489;13181;6819;543;1799
156.3;1412.3;14;2018-02-25;19575;21975;7585;12659;6916;658;1760
155.3;1337.6;15;2018-02-25;19150;21975;7694;12125;7025;759;1722
155.79;1441.2;16;2018-02-25;19213;21975;7780;12100;7113;812;1728
171.7;2005.2;17;2018-02-25;20363;21975;7794;13234;7129;823;1831
183.5;2419.6;18;2018-02-25;21238;22140;7805;14095;7143;818;1910
182.56;2476.9;19;2018-02-25;21475;22140;7744;14370;7105;769;1931
173.22;2440.3;20;2018-02-25;20950;22140;7664;13921;7029;703;1884
166.34;1727.5;21;2018-02-25;20050;22140;7586;13098;6952;641;1803
158.3;1750.3;22;2018-02-25;19100;22140;7500;12232;6868;566;1718
150.61;1366.8;23;2018-02-25;18025;22140;7408;11249;6776;488;1621
150.88;1157;0;2018-02-26;17213;22543;7194;10648;6565;281;1548
149;1050.1;1;2018-02-26;16900;22543;7167;10362;6538;264;1520
147.88;988.5;2;2018-02-26;16800;22543;7161;10268;6532;268;1511
148.01;947.7;3;2018-02-26;16900;22543;7170;10359;6541;277;1520
150.88;884.4;4;2018-02-26;17325;22543;7171;10783;6542;278;1558
165;1117.8;5;2018-02-26;18425;22543;7166;11888;6537;272;1657
200;2234.8;6;2018-02-26;21100;22708;7156;14496;6604;260;1898
241.17;1504.5;7;2018-02-26;23175;22708;7152;16542;6633;240;2084
292;1631.6;8;2018-02-26;24375;22708;7155;17759;6616;217;2192
318;1902.8;9;2018-02-26;24875;22708;7126;18288;6587;205;2237
300;1764.9;10;2018-02-26;24825;22708;7155;18211;6614;223;2233
306.98;1912.8;11;2018-02-26;25075;22708;7203;18413;6662;270;2255
306.86;1928.4;12;2018-02-26;25125;22708;7280;18374;6751;344;2260
306.98;1868.2;13;2018-02-26;25175;22708;7400;18304;6871;443;2264
277.35;1712.4;14;2018-02-26;24750;22708;7482;17797;6953;536;2226
243.8;1560.2;15;2018-02-26;24325;22708;7551;17303;7022;589;2188
243.8;1605.8;16;2018-02-26;24325;22708;7570;17282;7043;578;2188
318.8;2017.7;17;2018-02-26;25200;22708;7559;18166;7034;541;2267
318.8;1999.9;18;2018-02-26;25650;22708;7554;18618;7032;518;2307
290;1938.1;19;2018-02-26;25613;22708;7586;18581;7032;507;2304
234.4;1967.7;20;2018-02-26;24888;22708;7576;17862;7026;507;2239
198.52;1216.5;21;2018-02-26;23350;22708;7553;16347;7003;505;2100
177;2821.6;22;2018-02-26;21775;22708;7505;14888;6887;487;1958
169.06;1968.3;23;2018-02-26;20525;22708;7468;13675;6850;464;1846
163.88;1887.2;0;2018-02-27;19688;21998;7287;13230;6458;366;1771
157;1637.1;1;2018-02-27;18975;21998;7280;12524;6451;364;1706
155.09;1438.5;2;2018-02-27;18675;21998;7275;12229;6446;364;1679
152.9;1230.9;3;2018-02-27;18738;22008;7285;12282;6456;374;1685
155.3;1432.8;4;2018-02-27;19125;22008;7310;12644;6481;399;1720
167.39;2046.8;5;2018-02-27;19975;22008;7342;13462;6513;441;1796
176;2591.2;6;2018-02-27;22500;22008;7390;15883;6617;487;2024
245;1568.4;7;2018-02-27;24325;22078;7437;17635;6690;500;2188
279.8;1629.9;8;2018-02-27;25125;22041;7477;18402;6723;535;2260
279.8;1624.9;9;2018-02-27;25325;22041;7521;18558;6767;592;2278
273.72;1641;10;2018-02-27;25238;22041;7632;18360;6878;697;2270
269;1743.6;11;2018-02-27;25363;22041;7763;18354;7009;848;2281
260;1683;12;2018-02-27;25475;22041;7944;18285;7190;1029;2291
244;1699.2;13;2018-02-27;25513;22041;8174;18093;7420;1259;2295
203.43;1457.1;14;2018-02-27;25050;22021;8449;17355;7695;1509;2253
188.53;1307.6;15;2018-02-27;24663;22021;8663;16754;7909;1752;2218
188.53;1293.7;16;2018-02-27;24575;22651;8861;16468;8107;1950;2210
212.98;1725.8;17;2018-02-27;25275;22651;9041;16986;8289;2111;2273
235;1765.4;18;2018-02-27;25875;22688;9209;17415;8460;2259;2327
210;2020.7;19;2018-02-27;25850;22688;9277;17321;8529;2323;2325
190;1648.2;20;2018-02-27;25200;22688;9282;16664;8536;2323;2267
167.54;1463.7;21;2018-02-27;23650;22688;9260;15136;8514;2297;2127
167.39;2226.5;22;2018-02-27;22100;22638;9140;13777;8323;2204;1988
152.25;1625;23;2018-02-27;20875;22638;9007;12685;8190;2073;1877
150;1554;0;2018-02-28;19713;22628;8810;11647;8066;1988;1773
146.3;1436;1;2018-02-28;18975;22628;8749;10970;8005;1932;1706
144.5;1439.6;2;2018-02-28;18675;22628;8726;10693;7982;1909;1679
144.43;1416.4;3;2018-02-28;18738;22638;8720;10762;7976;1902;1685
146;1349.7;4;2018-02-28;19125;22638;8710;11159;7966;1892;1720
155.72;1844.7;5;2018-02-28;19975;22638;8675;12040;7935;1867;1796
172.76;3073.1;6;2018-02-28;22500;22638;8647;14535;7965;1827;2024
216.27;1788.6;7;2018-02-28;24325;22708;8607;16380;7945;1761;2188
261.53;1737.2;8;2018-02-28;25175;22697;8531;17311;7864;1679;2264
255;1884.7;9;2018-02-28;25525;22697;8439;17753;7772;1590;2296
250.45;1860.5;10;2018-02-28;25438;22697;8366;17739;7699;1521;2288
249.34;2077.2;11;2018-02-28;25563;22697;8322;17908;7655;1494;2299
240;2000.3;12;2018-02-28;25675;22697;8346;17996;7679;1511;2309
238.93;2044.2;13;2018-02-28;25713;22697;8412;17968;7745;1577;2313
216.27;2098.8;14;2018-02-28;25250;22677;8566;17351;7899;1711;2271
203.64;1861.4;15;2018-02-28;24863;22677;8675;16855;8008;1844;2236
203.64;1884;16;2018-02-28;24775;22677;8727;16715;8060;1891;2228
257.55;2065.1;17;2018-02-28;25600;22677;8721;17544;8056;1866;2303
280;1928.3;18;2018-02-28;26175;22688;8697;18140;8035;1807;2354
257.55;2217.1;19;2018-02-28;26150;22688;8570;18241;7909;1681;2352
203.64;2101.7;20;2018-02-28;25500;22688;8394;17767;7733;1515;2294
186.01;1871.6;21;2018-02-28;23950;22688;8223;16388;7562;1346;2154
167.6;2606.7;22;2018-02-28;22250;22638;8036;14951;7299;1182;2001
158.94;1982.6;23;2018-02-28;20975;22638;7879;13835;7140;1027;1886
154.9;1289.4;0;2018-03-01;19788;22629;7505;13021;6767;692;1780
151;1000.7;1;2018-03-01;19075;22629;7426;12387;6688;618;1715
150.13;982;2;2018-03-01;18775;22629;7384;12129;6646;576;1688
150.14;1013.9;3;2018-03-01;18838;22629;7357;12219;6619;559;1694
152.4;1079.5;4;2018-03-01;19225;22629;7352;12611;6614;564;1729
156.01;1633.7;5;2018-03-01;20025;22629;7363;13396;6629;575;1801
175.62;2415.8;6;2018-03-01;22325;22703;7382;15619;6706;582;2008
261.84;1814.8;7;2018-03-01;24150;22703;7399;17420;6730;578;2172
350;2232.5;8;2018-03-01;25075;22703;7370;18378;6697;549;2255
400;2351.5;9;2018-03-01;25425;22703;7324;18772;6653;506;2287
404;2322.9;10;2018-03-01;25338;22703;7285;18723;6615;477;2279
450;2445.8;11;2018-03-01;25438;22703;7267;18841;6597;459;2288
450;2469.8;12;2018-03-01;25475;22703;7270;18874;6601;452;2291
425;2346;13;2018-03-01;25513;22703;7298;18884;6629;480;2295
305;2224.1;14;2018-03-01;25050;22703;7367;18352;6698;549;2253
283.41;2094.3;15;2018-03-01;24663;22703;7421;17911;6752;627;2218
255;2006.5;16;2018-03-01;24575;22703;7517;17728;6847;708;2210
345.9;2445.1;17;2018-03-01;25400;22703;7618;18447;6953;790;2285
405;2517.5;18;2018-03-01;25975;22703;7706;18929;7046;863;2336
400;2511;19;2018-03-01;25950;22703;7731;18878;7072;869;2334
261.31;2256.4;20;2018-03-01;25300;22703;7677;18283;7017;825;2276
197.63;1691.5;21;2018-03-01;23750;22703;7598;16814;6936;768;2136
166.98;2756.4;22;2018-03-01;22050;22629;7516;15265;6785;704;1983
157.47;2228.3;23;2018-03-01;20775;22629;7455;14052;6723;643;1868
156.9;1678.1;0;2018-03-02;20113;22494;7258;13592;6521;466;1809
155;1359.6;1;2018-03-02;19475;22494;7238;12974;6501;451;1751
152.14;1183.2;2;2018-03-02;19175;22494;7240;12672;6503;453;1724
152.15;1214;3;2018-03-02;19238;22504;7245;12730;6508;468;1730
155;1366.6;4;2018-03-02;19625;22504;7265;13097;6528;498;1765
158.12;1940.2;5;2018-03-02;20425;22504;7304;13854;6571;537;1837
178.52;2634.5;6;2018-03-02;22725;22578;7359;16040;6685;580;2044
282.9;2020.7;7;2018-03-02;24575;22648;7390;17852;6723;592;2210
500;2451.2;8;2018-03-02;25650;22648;7367;18954;6696;573;2307
600;2533.6;9;2018-03-02;25875;22648;7333;19211;6664;557;2327
664;2414.7;10;2018-03-02;25738;22648;7339;19067;6671;573;2315
500;2615.7;11;2018-03-02;25838;22648;7379;19127;6711;606;2324
451;2651.3;12;2018-03-02;25950;22648;7443;19175;6775;654;2334
451;2747;13;2018-03-02;26013;22648;7536;19145;6868;747;2340
305.61;2474.3;14;2018-03-02;25550;22628;7661;18557;6993;872;2298
247;2191.7;15;2018-03-02;25213;22628;7781;18100;7113;1015;2268
235.01;2063.3;16;2018-03-02;25100;22628;7976;17792;7308;1192;2258
305.61;2505.9;17;2018-03-02;25725;22628;8185;18203;7522;1382;2314
400;2757.8;18;2018-03-02;26275;22628;8364;18569;7706;1546;2363
310;2733.7;19;2018-03-02;26225;22628;8439;18443;7782;1602;2359
235;2228.9;20;2018-03-02;25500;22434;8405;17752;7748;1578;2294
192;1516.3;21;2018-03-02;23950;22434;8339;16270;7680;1530;2154
170.01;3271.1;22;2018-03-02;22250;22334;8252;14764;7486;1463;2001
161;2594.7;23;2018-03-02;20975;22334;8177;13565;7410;1388;1886
157.22;1695;0;2018-03-03;19700;21949;7862;12657;7043;1065;1775
153;1307.7;1;2018-03-03;18925;21949;7866;11893;7032;1069;1706
149;1431;2;2018-03-03;18600;22193;7840;11594;7006;1084;1676
151;1414.2;3;2018-03-03;18500;22193;7850;11484;7016;1104;1667
152.05;1384.7;4;2018-03-03;18525;22193;7861;11498;7027;1115;1670
152.06;1454.1;5;2018-03-03;18700;22193;7858;11673;7027;1112;1685
156;1417.7;6;2018-03-03;19200;21574;7877;12096;7104;1093;1730
163.3;1965;7;2018-03-03;20325;21486;7841;13261;7064;1027;1832
180;2431.1;8;2018-03-03;21775;21486;7751;14803;6972;944;1962
244.81;2846.9;9;2018-03-03;22650;21301;7681;15748;6902;914;2041
265;2963.9;10;2018-03-03;23075;21301;7695;16160;6915;942;2079
260.6;3011;11;2018-03-03;23175;21476;7748;16207;6968;995;2088
242.81;2912.9;12;2018-03-03;22900;21529;7810;15870;7030;1057;2063
242.81;2872;13;2018-03-03;22750;21301;7878;15652;7098;1135;2050
190.4;2407.1;14;2018-03-03;22100;21301;7931;14948;7152;1188;1991
169.86;2157.5;15;2018-03-03;21600;21401;7979;14400;7200;1250;1946
168.99;2126.9;16;2018-03-03;21550;21501;8109;14220;7330;1375;1942
208.4;2504.9;17;2018-03-03;22275;21301;8300;14749;7526;1547;2007
257.6;2850.7;18;2018-03-03;23225;21346;8509;15485;7740;1711;2093
237.68;2651.4;19;2018-03-03;22950;21574;8589;15129;7821;1787;2068
188.33;2717.1;20;2018-03-03;22175;21574;8596;14347;7828;1799;1998
165.55;2289;21;2018-03-03;21050;21574;8563;13257;7793;1789;1897
160;1743.2;22;2018-03-03;19975;21574;8492;12310;7665;1733;1800
151;1521.9;23;2018-03-03;18750;21574;8392;11186;7564;1654;1690
154;1170.2;0;2018-03-04;17425;19919;7407;10725;6700;524;1567
145.6;1247.2;1;2018-03-04;16525;19919;7395;9837;6688;518;1486
145.4;1515.1;2;2018-03-04;16125;19919;7394;9443;6682;517;1450
145.34;1601.3;3;2018-03-04;16000;19919;7401;9312;6688;523;1439
145.4;1608.7;4;2018-03-04;16050;19919;7411;9352;6698;541;1443
145.59;1419.9;5;2018-03-04;16250;19919;7422;9537;6713;568;1461
145.55;1509;6;2018-03-04;16275;20144;7439;9544;6731;590;1463
149.29;1044.2;7;2018-03-04;16863;20524;7407;10182;6681;559;1516
164.4;1409;8;2018-03-04;17875;20524;7373;11233;6642;500;1607
174.6;1884.3;9;2018-03-04;18925;20524;7290;12366;6559;461;1702
185.7;2117.9;10;2018-03-04;19563;20524;7257;13042;6521;453;1759
185.75;2109;11;2018-03-04;19713;20524;7263;13208;6505;452;1773
200;2036.5;12;2018-03-04;19763;20144;7239;13345;6418;437;1777
194.27;2168.1;13;2018-03-04;19750;20144;7229;13352;6398;399;1776
185.7;2127.9;14;2018-03-04;19275;20514;7245;12861;6414;389;1733
169.8;1921.5;15;2018-03-04;18850;20514;7267;12414;6436;408;1695
171.5;1815.8;16;2018-03-04;18863;20514;7400;12294;6569;535;1696
190.6;1999.8;17;2018-03-04;19863;20514;7653;13026;6837;765;1786
220;2061.1;18;2018-03-04;21013;20514;7960;13849;7164;1023;1889
210.2;2162;19;2018-03-04;21225;20739;8160;13856;7369;1218;1908
186.2;2351.1;20;2018-03-04;20613;20739;8281;13122;7491;1347;1853
168.63;1896.5;21;2018-03-04;19625;20739;8348;12064;7561;1451;1764
159.04;1489.1;22;2018-03-04;18800;20739;8408;11178;7622;1540;1690
145.6;1365.2;23;2018-03-04;17775;20739;8500;10061;7714;1624;1597
143.42;1793.6;0;2018-03-05;16975;21240;8650;9057;7918;1775;1525
143.42;1821.9;1;2018-03-05;16638;21240;8673;8682;7956;1809;1495
132.3;1827.8;2;2018-03-05;16538;21630;8676;8581;7957;1814;1486
133;1833.8;3;2018-03-05;16600;21630;8710;8610;7990;1845;1492
143.42;1791;4;2018-03-05;17100;21630;8786;9034;8066;1920;1537
145.98;1492.6;5;2018-03-05;18238;21630;8849;10109;8129;2002;1640
181;2281.9;6;2018-03-05;20800;21630;8862;12643;8157;2028;1870
219.91;1513.6;7;2018-03-05;22988;21630;8706;14904;8084;1864;2067
307.7;1548.8;8;2018-03-05;24050;21630;8417;16260;7790;1599;2163
372.8;1617.3;9;2018-03-05;24500;21630;8144;16983;7517;1360;2203
404;1678.7;10;2018-03-05;24513;21630;7974;17161;7352;1214;2204
420.1;1778.5;11;2018-03-05;24688;21630;7883;17426;7262;1134;2220
400.23;1836.1;12;2018-03-05;24725;21630;7803;17548;7177;1057;2223
403.2;1868.6;13;2018-03-05;24725;21630;7704;17657;7068;951;2223
285.11;1558;14;2018-03-05;24313;21610;7658;17291;7022;888;2186
260;1392.4;15;2018-03-05;23838;21610;7609;16865;6973;867;2144
266.39;1366.6;16;2018-03-05;23650;21610;7725;16563;7087;955;2127
329.99;1768.4;17;2018-03-05;24425;21610;7975;17073;7352;1124;2196
390;1904.1;18;2018-03-05;25225;21610;8213;17615;7610;1292;2268
329.99;1878.2;19;2018-03-05;25213;21610;8273;17538;7675;1330;2267
266.97;1623;20;2018-03-05;24350;21630;8184;16763;7587;1252;2190
198.9;1313.2;21;2018-03-05;22725;21630;8029;15292;7433;1139;2043
177.35;2442;22;2018-03-05;21250;21630;7873;14066;7184;1025;1910
167.63;1923.5;23;2018-03-05;19950;21630;7777;12868;7082;926;1793
152.02;1281.5;0;2018-03-06;18813;21520;7503;12162;6651;840;1691
146;1242.6;1;2018-03-06;18175;21520;7457;11570;6605;794;1634
145.59;1356.7;2;2018-03-06;17825;21520;7443;11234;6591;780;1602
145.59;1342.1;3;2018-03-06;17850;21530;7450;11252;6598;797;1604
145.64;1272.1;4;2018-03-06;18225;21530;7493;11584;6641;851;1638
155;1453.6;5;2018-03-06;19025;21530;7582;12295;6730;914;1710
180.91;2146.2;6;2018-03-06;21225;21560;7614;14457;6768;935;1908
224.91;1486.8;7;2018-03-06;23100;21600;7545;16328;6772;837;2077
291.49;1688.4;8;2018-03-06;24200;21511;7363;17615;6585;664;2176
291.62;1720.2;9;2018-03-06;24500;21511;7194;18084;6416;498;2203
290.15;1658.8;10;2018-03-06;24400;21511;7116;18061;6339;424;2194
305.11;1883.5;11;2018-03-06;24625;21544;7114;18287;6338;422;2214
290;1770.2;12;2018-03-06;24700;21544;7143;18333;6367;451;2221
290;1854.1;13;2018-03-06;24725;21544;7239;18262;6463;547;2223
240;1658.6;14;2018-03-06;24425;21557;7390;17811;6614;693;2196
208.5;1457.8;15;2018-03-06;24100;21557;7529;17347;6753;861;2167
205.02;1372.2;16;2018-03-06;24025;21512;7720;17083;6942;1042;2160
273.84;1648.4;17;2018-03-06;24625;21512;7916;17482;7143;1219;2214
302;1909.1;18;2018-03-06;25300;21541;8051;18017;7283;1354;2275
290.15;1883.7;19;2018-03-06;25250;21541;8045;17972;7278;1319;2271
208;1615.8;20;2018-03-06;24475;21569;7896;17345;7130;1175;2201
188;1369.6;21;2018-03-06;22925;21486;7732;15959;6966;1024;2061
171.34;2443.7;22;2018-03-06;21400;21456;7600;14645;6755;916;1924
158.5;1668.2;23;2018-03-06;20100;21456;7535;13416;6684;846;1807
160;1381.1;0;2018-03-07;18775;21835;7698;11883;6892;1132;1688
153.79;1088.5;1;2018-03-07;18100;21835;7631;11275;6825;1096;1627
150;1127.1;2;2018-03-07;17850;21835;7601;11055;6795;1072;1604
149.7;1153;3;2018-03-07;17925;21835;7578;11153;6772;1064;1611
152.01;1100.4;4;2018-03-07;18150;21835;7571;11385;6765;1067;1632
164;1383.8;5;2018-03-07;18875;21835;7595;12086;6789;1064;1697
184.91;2127.2;6;2018-03-07;21000;21835;7583;14223;6777;1033;1888
230;1723.4;7;2018-03-07;22900;21835;7534;16101;6799;956;2059
280;1602.3;8;2018-03-07;23925;21801;7461;17204;6721;869;2151
285.6;1914.5;9;2018-03-07;24275;21735;7388;17627;6648;794;2183
270;2013.6;10;2018-03-07;24225;21735;7355;17609;6616;771;2178
274.31;2120.3;11;2018-03-07;24400;21768;7381;17757;6643;797;2194
